City,Date,Temperature_Max,Temperature_Min,Apparent_Temperature_Max,Apparent_Temperature_Min,Precipitation,Rainfall,Weather_code,WindSpeed,WindGusts,WindDirection,PM2.5,PM10,NO2,SO2,CO,O3,AQI,Month,Season
Kolkata,19-07-2024,31.9,27.4,37.1,32.3,3,3,55,23.8,48.2,97,15.97188406,35.35202899,14.88153846,5.371222222,0.784941176,62.1,,7,Monsoon
Kolkata,20-07-2024,32.8,27.1,38,31.7,1.7,1.7,51,25.2,52.6,119,21.96987013,49.44974026,21.19810526,5.229130435,1.19752809,44.96,,7,Monsoon
Kolkata,21-07-2024,31.4,26.9,37.5,32.1,10.1,10.1,63,24,45.7,142,46.97789474,96.04347368,21.92747368,4.904421053,0.776966292,66.39,,7,Monsoon
Kolkata,22-07-2024,31.7,26.7,37.1,31.4,8,8,61,18.8,38.5,167,33.46820225,86.92236559,23.31489362,4.865212766,0.713977273,64.26,,7,Monsoon
Kolkata,23-07-2024,31.7,25.9,38.7,31.4,19.5,19.5,65,15.6,30.2,161,44.19129032,71.00258065,19.00451613,4.887903226,0.702241379,68.06,,7,Monsoon
Kolkata,24-07-2024,32,26.6,41,32.7,17.2,17.2,65,13.4,29.9,193,33.13141304,72.59043478,8.480947368,7.357078652,0.973707865,100.89,,7,Monsoon
Kolkata,25-07-2024,31.7,26.6,39,33.2,12.5,12.5,63,13.8,28.8,234,51.38021053,140.4417895,15.8693617,7.559318182,1.14,68.21,,7,Monsoon
Kolkata,26-07-2024,30.2,26.2,36.6,32.3,21.8,21.8,63,20.2,39.6,69,56.81126316,154.7145263,23.17747368,6.644382022,0.64494382,62.28,,7,Monsoon
Kolkata,27-07-2024,31.6,27.1,37.4,31.3,5.7,5.7,61,21.5,39.2,125,41.57901099,145.4936957,23.19421053,6.714494382,0.949438202,46.56,,7,Monsoon
Kolkata,28-07-2024,31.9,26.5,39.5,32,8,8,63,12.8,27.4,118,47.08294737,113.6588421,23.34410526,6.947640449,0.735955056,43.84,,7,Monsoon
Kolkata,29-07-2024,31.1,26.4,37.9,32.2,24.4,24.4,65,13.3,26.3,162,46.61873684,92.21621053,21.36684211,6.631910112,0.738539326,47.49,,7,Monsoon
Kolkata,30-07-2024,32.9,26.1,40,31.5,5.1,5.1,61,17.8,36,196,24.17105263,60.57936842,8.734193548,7.885555556,0.67952381,64.34,,7,Monsoon
Kolkata,31-07-2024,31.5,25.9,38.7,31.9,31.2,31.2,63,12.2,29.5,178,38.97697674,85.34802326,10.81088608,5.684494382,0.730898876,62.12,,7,Monsoon
Kolkata,01-08-2024,28,25.8,33.6,30.5,31.7,31.7,63,23.9,42.5,211,33.45042105,94.10431579,12.19357895,5.875795455,0.700909091,66.7,,8,Monsoon
Kolkata,02-08-2024,30.4,25.9,34.6,29.6,29.9,29.9,63,23.3,45.7,190,20.172875,41.293,17.60915789,7.886707317,0.69097561,42.43,,8,Monsoon
Kolkata,03-08-2024,31.4,25,36.7,28.7,16,16,63,20.3,39.2,173,19.16056818,32.10068182,23.13147368,7.789277108,0.706987952,44.24,,8,Monsoon
Kolkata,04-08-2024,31,24.9,37.2,29.5,28.5,28.5,65,17.3,39.2,180,27.06824176,52.13747253,19.23389474,5.679036145,0.741219512,57.46,,8,Monsoon
Kolkata,05-08-2024,32.4,24.8,40.5,30.2,61.5,61.5,65,15.5,30.2,201,17.88551724,27.8262069,19.13705882,6.169655172,0.590344828,10.82,,8,Monsoon
Kolkata,20-08-2024,30.7,25.1,37.2,30.5,29,29,65,10.6,23.8,214,42.96555556,147.4181481,24.68518519,5.91125,1.315833333,48.33,,8,Monsoon
Kolkata,21-08-2024,31.8,25.4,38.9,30.5,18.8,18.8,63,15.6,34.9,216,27.03268293,124.712561,27.27204301,6.082,1.279333333,54.75,,8,Monsoon
Kolkata,22-08-2024,31.3,25.5,39.1,32,35.4,35.4,65,12.1,27.4,209,38.5,109.032234,25.17474359,6.049878049,1.143536585,51.57,,8,Monsoon
Kolkata,23-08-2024,29.8,25.1,36.6,30.7,22.9,22.9,63,11.1,22.3,165,24.30829545,97.1054023,15.41827957,5.83060241,1.226585366,41.98,,8,Monsoon
Kolkata,24-08-2024,27.3,25,32.9,30,13.8,13.8,63,11.2,23.4,144,24.32119048,59.26190476,18.40414894,6.450609756,1.056746988,56.53,,8,Monsoon
Kolkata,25-08-2024,28.8,24.6,35.4,29.7,35.1,35.1,63,8.2,21.6,228,31.17352113,47.05661972,19.25242105,6.163095238,1.117380952,61.44,,8,Monsoon
Kolkata,26-08-2024,29.4,24.6,35,29.5,53.3,53.3,65,12.4,25.9,205,23.74942529,48.57114943,12.79621053,5.57047619,1.084880952,29.05,,8,Monsoon
Kolkata,27-08-2024,29.6,24.7,35.8,29.5,28.1,28.1,63,11.9,26.3,148,17.05715789,44.27789474,9.157263158,5.672168675,1.004337349,52.52,,8,Monsoon
Kolkata,28-08-2024,31.6,24.8,39.6,30.7,7.1,7.1,63,12.8,29.2,137,26.61097826,53.79195652,17.93084211,5.89746988,0.992771084,55.46,,8,Monsoon
Kolkata,29-08-2024,32.2,25.4,39.7,31.4,1.2,1.2,51,12.6,27.7,139,31.99852632,59.86873684,9.102234043,5.475662651,1.043855422,63.31,,8,Monsoon
Kolkata,30-08-2024,32.9,25.1,39.7,31.1,0.5,0.5,51,14.1,31.7,113,34.17535714,62.17,12.32594937,5.691710526,1.056233766,64.26,,8,Monsoon
Kolkata,31-08-2024,32.2,26.4,38.2,32.1,4.8,4.8,63,19.6,38.2,129,30.15277108,53.95662651,20.81726316,7.497710843,1.081686747,55.74,,8,Monsoon
Kolkata,01-09-2024,30.9,26.3,36.9,31.3,9.4,9.4,63,15.9,31.3,130,42.29547368,72.17547368,18.42578947,7.71952381,0.976666667,48.75,,9,Monsoon
Kolkata,02-09-2024,32.1,25.6,40.1,32.1,5.9,5.9,63,16.2,34.9,140,31.45421053,72.80357895,17.08094737,7.621566265,1.124096386,56.79,,9,Monsoon
Kolkata,03-09-2024,32,25.8,40.6,31.8,8.6,8.6,63,11.3,24.8,155,24.21936842,47.08378947,11.27765957,7.25626506,1.167951807,46.7,,9,Monsoon
Kolkata,04-09-2024,31.9,25.5,39,31.4,5.4,5.4,63,12.8,28.8,172,22.67015152,144.9318182,18.58273684,6.686547619,1.036547619,46.2,,9,Monsoon
Kolkata,05-09-2024,32.1,25.7,39.7,31.6,1.5,1.5,55,18.4,37.1,160,19.512,36.50631579,11.28505263,6.805595238,1.083214286,46.91,,9,Monsoon
Kolkata,06-09-2024,33,26.3,41.8,33,4.7,4.7,63,11,26.6,85,28.55252632,57.51663158,10.71031579,6.938433735,1.101927711,33.15,,9,Monsoon
Kolkata,07-09-2024,33.4,25.6,41.1,31.3,14.6,14.6,63,15.9,34.6,95,34.54625,71.055875,13.26795699,7.187407407,1.069518072,51.63,,9,Monsoon
Kolkata,08-09-2024,32.3,26.5,38.8,32.3,6.1,6.1,63,18,37.8,103,24.38529412,54.82682353,17.96447059,6.896986301,0.98575,56.01,,9,Monsoon
Kolkata,09-09-2024,32.2,26.5,37.8,31.6,4.1,4.1,61,22.4,45,119,36.23021505,62.8288172,14.07612903,6.778518519,1.215,51.9,,9,Monsoon
Kolkata,10-09-2024,31.8,26.4,37.8,31.7,3.2,3.2,55,17.4,38.5,145,24.81670732,42.38845238,17.47373494,6.069240506,1.237037037,58.48,,9,Monsoon
Kolkata,11-09-2024,31.8,26.3,39.3,32,6.6,6.6,63,11.2,27,141,43.59905263,87.05715789,22.60231579,4.228915663,0.951025641,51.44,,9,Monsoon
Kolkata,12-09-2024,31.4,26.1,38.4,32.1,14.3,14.3,63,10.2,24.5,272,46.47842105,128.3925263,20.13557895,4.945833333,0.54345679,55.4,,9,Monsoon
Kolkata,13-09-2024,31.6,25.5,38,30.4,24.4,24.4,63,17.8,37.1,307,41.07873684,128.3771579,17.3,6.011807229,0.5915,49.88,,9,Monsoon
Kolkata,14-09-2024,27.9,25.1,31.9,27.5,64.6,64.6,65,31.6,55.8,336,34.90357895,104.4938947,19.95,6.162168675,0.55025,60.81,,9,Monsoon
Kolkata,15-09-2024,26.9,24.8,29.7,27.8,25.3,25.3,63,26.6,51.5,178,39.17684211,127.7472632,20.25378947,6.047590361,0.68025,51.84,,9,Monsoon
Kolkata,16-09-2024,29.2,25.2,33,28.3,25.3,25.3,63,24.2,51.5,147,40.33063158,131.5573684,14.65968421,5.893095238,0.729135802,49.92,,9,Monsoon
Kolkata,17-09-2024,32.6,25.3,37.6,30.7,0.5,0.5,51,18.1,35.3,133,38.85663158,117.4236842,15.65631579,5.819166667,0.650740741,60.12,,9,Monsoon
Kolkata,18-09-2024,32.9,24.1,39.7,29.3,0,0,3,7.9,19.4,151,40.33073684,132.1332632,18.33294737,5.713614458,0.6875,55.69,,9,Monsoon
Kolkata,19-09-2024,32.6,25.7,40,31.6,0.1,0.1,51,7.2,18.4,293,38.34808989,120.395,20.93319149,7.209459459,0.815844156,108.66,,9,Monsoon
Kolkata,20-09-2024,33.4,26.4,42.5,33,1.5,1.5,53,10.9,22,307,22.80821053,73.34231579,18.77130952,7.716506024,0.727701149,50.62,,9,Monsoon
Kolkata,21-09-2024,33.3,25.9,40.9,32,4.5,4.5,63,9.9,24.5,358,40.51031579,116.1798947,13.32673684,6.90253012,0.57425,42.42,,9,Monsoon
Kolkata,22-09-2024,33.9,26.2,41,32.3,4.2,4.2,63,12.6,26.6,352,39.02357895,137.0811579,12.75978947,6.905421687,0.570731707,55.4,,9,Monsoon
Kolkata,23-09-2024,33.5,26.5,41.2,32.6,12.6,12.6,63,17.1,32.4,143,43.16421687,131.0878313,12.87362637,6.594683544,0.885595238,48.93,,9,Monsoon
Kolkata,24-09-2024,30.5,26.3,36.5,31,14.2,14.2,63,18,41,103,41.41115789,140.8183158,20.21957895,7.275,1.005058824,57.03,,9,Monsoon
Kolkata,25-09-2024,28,25.3,33.6,29.7,34,34,63,18.8,36.4,133,44.53263158,129.3826316,20.74315789,6.726746988,1.062289157,50.28,,9,Monsoon
Kolkata,26-09-2024,28.5,24.6,33.1,29,23.7,23.7,63,18.3,45,150,45.43831579,123.6646316,21.45621053,6.777951807,0.870952381,49.25,,9,Monsoon
Kolkata,27-09-2024,30.4,24.3,35.8,29,6.2,6.2,61,20,43.2,158,29.09915789,75.10094737,24.92031579,7.007857143,0.919404762,48.97,,9,Monsoon
Kolkata,28-09-2024,31.4,25.6,37.2,30.4,1.3,1.3,51,17.3,36.4,186,29.49926316,66.86168421,37.38021053,6.790240964,0.924941176,41.01,,9,Monsoon
Kolkata,29-09-2024,32.4,26.3,41.4,32,1,1,51,15.1,28.8,220,38.85191489,89.79180851,31.27010638,7.458888889,0.831927711,100.07,,9,Monsoon
Kolkata,30-09-2024,33.4,26.3,41.1,33.1,0.4,0.4,51,8.8,21.6,234,42.63884211,95.10884211,19.37094737,6.946746988,0.823333333,40.03,,9,Monsoon
Kolkata,01-10-2024,34.2,26.6,42.8,32.2,13.6,13.6,63,13.1,24.5,270,39.71589474,108.4252632,21.12894737,7.114578313,1.068571429,37.41,,10,Post-Monsoon
Kolkata,02-10-2024,31.6,25.2,38.8,30.2,14.4,14.4,63,10.1,25.9,258,40.29452632,94.36126316,17.73084211,6.984235294,0.994166667,32,,10,Post-Monsoon
Kolkata,03-10-2024,31.5,26.4,39.5,32.3,3.6,3.6,61,10.9,23.4,236,45.65648352,93.00417582,15.14926316,7.342413793,0.955119048,38.56,,10,Post-Monsoon
Kolkata,04-10-2024,30,25.3,37.8,30.9,28.4,28.4,63,9.1,22.3,213,32.85431579,82.83042105,14.67442105,6.773218391,0.85952381,38.31,,10,Post-Monsoon
Kolkata,05-10-2024,30.1,24.8,38.5,30.6,13.6,13.6,65,4.5,16.9,159,36.43936842,102.0672632,26.03031579,6.343218391,0.808,50.32,,10,Post-Monsoon
Kolkata,06-10-2024,30.3,24,37.4,29.2,10.1,10.1,63,11.6,23.4,144,42.42505263,110.2511579,20.00726316,7.528965517,0.877738095,45.06,,10,Post-Monsoon
Kolkata,07-10-2024,30.7,24.3,38.7,29.7,14.5,14.5,63,11.2,30.6,126,40.85494737,135.9514737,18.50642105,7.008850575,0.949047619,48.71,,10,Post-Monsoon
Kolkata,08-10-2024,31,25.1,39.4,31.2,9.8,9.8,63,7.8,27,191,43.02326316,139.1293684,17.27242105,6.334942529,1.039058824,54.19,,10,Post-Monsoon
Kolkata,09-10-2024,29.8,25,37.3,30.4,14.9,14.9,63,13.1,26.3,218,48.74180723,162.3279268,20.14284211,6.921066667,1.030375,46.8,,10,Post-Monsoon
Kolkata,10-10-2024,31.1,25.3,38.6,30.8,11.1,11.1,65,10.3,29.5,213,45.07905263,141.0264211,15.29735294,7.999195402,0.779047619,48.75,,10,Post-Monsoon
Kolkata,11-10-2024,32,25.4,39.5,31.2,3.6,3.6,61,10.6,28.4,217,45.27021053,133.9129474,12.61147368,6.920114943,1.04047619,39.98,,10,Post-Monsoon
Kolkata,12-10-2024,31.8,24.9,39.8,30.4,5.4,5.4,61,7.7,16.9,203,34.78852632,106.6422105,14.90431579,6.856896552,0.876428571,37.98,,10,Post-Monsoon
Kolkata,13-10-2024,31.9,24.9,40.5,29.9,3.8,3.8,61,8.5,16.9,323,33.87578947,77.43021053,13.41221053,8.113908046,0.826235294,77.68,,10,Post-Monsoon
Kolkata,14-10-2024,32.4,24.9,38.7,31,0,0,3,7.4,16.2,30,24.76115789,64.45421053,10.79042105,6.518275862,1.104216867,47.57,,10,Post-Monsoon
Kolkata,15-10-2024,31.5,24.9,39.3,30.1,5.8,5.8,61,9.3,17.3,358,46.87631579,127.0004211,14.58894737,6.169886364,1.032470588,41.37,,10,Post-Monsoon
Kolkata,16-10-2024,31.3,24.3,38.4,29.9,0,0,3,8.8,17.6,334,48.45726316,131.9046316,13.87347368,6.904022989,1.164404762,41.6,,10,Post-Monsoon
Kolkata,17-10-2024,30.9,24.5,37.9,29.9,8,8,63,9.9,25.6,48,50.2276087,125.6662637,14.83484211,6.73862069,1.183928571,51.5,,10,Post-Monsoon
Kolkata,18-10-2024,30.1,23.8,38.5,29,6.4,6.4,63,14.1,27.7,315,56.30206897,150.06,15.04022989,7.063875,1.013882353,54.43,,10,Post-Monsoon
Kolkata,19-10-2024,30.4,23.6,37.4,28.2,7.8,7.8,61,11.2,24.1,325,64.78829545,175.3806897,17.96208791,7.212962963,1.192439024,119.47,,10,Post-Monsoon
Kolkata,20-10-2024,30.5,23.8,34.8,28.8,0,0,3,12.8,27,9,53.64473684,168.6601053,16.52905263,6.77908046,1.079642857,52.24,,10,Post-Monsoon
Kolkata,21-10-2024,30.4,23.3,35.5,27.2,0,0,3,13,28.1,358,53.07011905,143.5019048,15.50315068,6.681558442,0.781794872,49.39,,10,Post-Monsoon
Kolkata,22-10-2024,30.9,22.6,36.1,26.2,0,0,3,10.5,23.8,353,49.67,101.4357895,16.56273684,8.138850575,0.85702381,49.55,,10,Post-Monsoon
Kolkata,23-10-2024,29.5,23.9,34,27.8,1.9,1.9,55,17.1,34.6,34,64.15810526,150.5207368,17.57084211,6.996321839,0.913928571,48.91,,10,Post-Monsoon
Kolkata,24-10-2024,26.4,24,28.5,25.4,18.4,18.4,63,26.9,55.4,61,90.65705263,289.5836842,23.11915789,6.183181818,1.209883721,55.6,,10,Post-Monsoon
Kolkata,25-10-2024,25.8,24.1,29,26.4,57.1,57.1,63,24.7,45.7,98,81.49947368,223.3282105,24.20442105,7.093103448,1.265357143,56.78,,10,Post-Monsoon
Kolkata,26-10-2024,31.4,24.2,34.6,28.2,4.5,4.5,63,21.2,40,126,74.24231579,195.0297895,25.31915789,6.935057471,1.283928571,56.85,,10,Post-Monsoon
Kolkata,27-10-2024,30.5,23.9,36.2,28.4,1.5,1.5,55,11.5,24.8,129,52.03726316,138.258,21.89978947,6.792528736,1.167619048,40.52,,10,Post-Monsoon
Kolkata,28-10-2024,31.4,23.2,37.2,28.7,0,0,3,7.3,16.6,160,60.98954023,159.766092,21.43843373,7.104625,0.931666667,50.85,,10,Post-Monsoon
Kolkata,29-10-2024,31.3,23.5,36.8,28.1,0,0,0,9.2,16.2,220,77.17797872,185.684,19.57115789,8.230574713,1.034578313,48.8,,10,Post-Monsoon
Kolkata,30-10-2024,30.8,24.2,38,29.4,1.3,1.3,53,9.1,27.7,218,83.26252632,203.2529474,24.15063158,7.31816092,1.105833333,48.57,,10,Post-Monsoon
Kolkata,31-10-2024,31.2,24.2,37.9,29.6,1.8,1.8,53,10,23,236,99.90252632,228.7356842,23.62463158,7.172413793,1.413095238,48.82,,10,Post-Monsoon
Kolkata,01-11-2024,32.3,23.4,38.1,28.2,0,0,3,7.1,11.5,295,149.9210526,258.3018889,13.58347368,6.683448276,1.066091954,49.43,,11,Post-Monsoon
Kolkata,02-11-2024,31.3,23.3,36.2,27.3,0,0,0,7.1,15.5,8,83.56,198.0421053,11.97263158,6.580229885,0.751034483,52.59,,11,Post-Monsoon
Kolkata,03-11-2024,30.9,21.2,35.2,24.5,0,0,0,7.7,15.1,17,76.55263158,207.5231579,13.64431579,6.824712644,0.810574713,46.94,,11,Post-Monsoon
Kolkata,04-11-2024,30.2,21.5,34.6,24.9,0,0,0,7.5,15.5,18,71.65368421,199.3642105,15.62452632,7.097356322,0.955517241,47.96,,11,Post-Monsoon
Kolkata,05-11-2024,29.2,22.1,34.1,25.5,0.6,0.6,51,8,19.8,36,61.55348837,187.6106383,17.22351064,6.959767442,0.957674419,34.55,,11,Post-Monsoon
Kolkata,06-11-2024,29.4,22.3,33.7,25.9,1.3,1.3,61,11.8,29.2,88,68.4576087,234.4684783,23.42831579,6.573678161,1.244712644,48.67,,11,Post-Monsoon
Kolkata,07-11-2024,30,20.9,34.4,23.9,0.2,0.2,51,7.5,19.8,357,58.41052632,187.2494737,22.86178947,7.211494253,1.042643678,47.2,,11,Post-Monsoon
Kolkata,08-11-2024,30.2,21.6,33.6,24.8,0,0,0,10.7,23.8,34,54.90978261,179.3373626,23.62212766,7.511860465,1.003023256,55.95,,11,Post-Monsoon
Kolkata,09-11-2024,29.5,21.2,32.9,24.2,0,0,0,9.3,22.3,19,53.62842105,183.7126316,23.97315789,7.127241379,1.084022989,44.22,,11,Post-Monsoon
Kolkata,10-11-2024,29.9,21,33.4,24.1,0,0,0,8.9,21.2,20,49.94947368,168.3957895,24.43684211,6.604597701,0.997011494,43.46,,11,Post-Monsoon
Kolkata,11-11-2024,30,21,32.7,23.7,0,0,3,10.1,22.7,30,53.00114943,152.3022989,25.15493827,8.148,1.09804878,69.83,,11,Post-Monsoon
Kolkata,12-11-2024,29.9,20.2,32.8,22.7,0,0,3,10.1,23,7,56.53789474,146.3884211,17.94915789,8.291264368,0.990574713,50.58,,11,Post-Monsoon
Kolkata,13-11-2024,31.4,21,34.2,23.1,0,0,3,6.3,19.1,0,49.36947368,156.4557895,18.95842105,6.825747126,0.797471264,53.07,,11,Post-Monsoon
Kolkata,14-11-2024,30.8,21.7,31.6,23.7,0,0,0,9.7,24.5,1,54.10736842,156.4894737,17.99484211,6.864252874,0.931609195,43.45,,11,Post-Monsoon
Kolkata,15-11-2024,30.1,19.6,32.2,20.9,0,0,2,7.7,20.5,336,86.34105263,204.8673684,17.98463158,6.600114943,1.01908046,43.9,,11,Post-Monsoon
Kolkata,16-11-2024,29.2,18.8,29.7,19.1,0,0,0,8.7,23.4,337,83.94947368,212.9084211,19.81231579,6.991034483,1.158390805,49.56,,11,Post-Monsoon
Kolkata,17-11-2024,28.6,18.4,29.9,19.2,0,0,2,6.8,19.8,326,69.50736842,150.0989474,15.36308511,7.043333333,1.113563218,38.97,,11,Post-Monsoon
Kolkata,18-11-2024,27.9,18.8,29.6,19.6,0,0,0,7.4,19.1,306,68.95368421,142.7094737,17.58968421,6.606206897,0.86,48.48,,11,Post-Monsoon
Kolkata,19-11-2024,28.5,18.7,30.8,20.1,0,0,0,4.7,13,330,58.28842105,123.4010526,20.44652632,6.538390805,0.701494253,51.14,,11,Post-Monsoon
Kolkata,20-11-2024,29,17.4,31,18.4,0,0,3,8,18.7,302,67.44418605,133.3069767,24.54242105,6.952025316,0.416708861,51.01,,11,Post-Monsoon
Kolkata,21-11-2024,28.7,18.1,30.1,20,0,0,1,8.4,24.5,285,101.4968421,180.3357895,25.65654321,8.325172414,0.66091954,38.92,,11,Post-Monsoon
Kolkata,22-11-2024,28.7,18.4,29.9,19.3,0,0,1,7.8,23,327,94.46736842,170.5294737,21.14810526,7.861149425,0.788390805,41.38,,11,Post-Monsoon
Kolkata,23-11-2024,28.4,17.5,29.7,18.5,0,0,1,8.9,22.7,304,80.05157895,193.2852632,20.16726316,8.061034483,0.730804598,34.76,,11,Post-Monsoon
Kolkata,24-11-2024,28.1,17.2,29.4,17.8,0,0,3,7.2,18.7,323,89.84947368,208.8694737,21.17673684,7.435517241,0.798965517,46.12,,11,Post-Monsoon
Kolkata,25-11-2024,27.5,17.3,29,18.1,0,0,3,8.6,17.6,322,70.31578947,177.5031579,23.86863158,8.280574713,0.821149425,43.31,,11,Post-Monsoon
Kolkata,26-11-2024,27.3,17.9,28.5,18.6,0,0,3,6.8,21.2,346,88.94947368,184.3915789,20.94463158,7.179772727,0.963977273,44.1,,11,Post-Monsoon
Kolkata,27-11-2024,28.4,16.9,28.6,17.5,0,0,3,7.2,22,353,71.65789474,151.1873684,19.37736842,8.454597701,1.305517241,43.54,,11,Post-Monsoon
Kolkata,28-11-2024,28.7,18.5,29.8,19.8,0,0,3,9.2,26.6,31,66.21184211,147.5275862,17.15857143,7.998101266,1.02875,55.72,,11,Post-Monsoon
Kolkata,29-11-2024,27,20.6,29.4,22.2,0,0,3,8.8,24.8,28,58.79157895,125.5810526,16.40252632,8.685632184,0.92372093,58.75,,11,Post-Monsoon
Kolkata,30-11-2024,23.7,19,25.7,21.3,0.7,0.7,51,11.9,29.5,19,78.02421053,171.4326316,20.94452632,7.308850575,0.957126437,49.32,,11,Post-Monsoon
Kolkata,01-12-2024,27.8,18.3,29.7,20.4,0.2,0.2,51,8,22.3,42,79.46631579,181.6273684,20.57851064,6.819418605,0.998965517,37.1,,12,Winter
Kolkata,02-12-2024,23.6,20,25.7,22.1,0.1,0.1,51,9.4,23,356,72.25263158,155.7442105,15.24810526,6.717142857,0.895517241,57.86,,12,Winter
Kolkata,03-12-2024,27.6,19.3,28.7,20.7,0,0,3,7.1,19.4,354,68.68,164.2831579,15.84610526,6.408045977,0.95137931,52.63,,12,Winter
Kolkata,04-12-2024,27.1,17.8,29.3,19.2,0,0,2,4.7,15.5,50,63.24631579,166.8978947,17.392,6.625057471,0.962298851,53.13,,12,Winter
Kolkata,05-12-2024,28.4,16.9,29.2,17.7,0,0,3,6.5,18.7,299,93.63666667,189.9333333,24.90333333,7.204415584,1.14804878,56.52,,12,Winter
Kolkata,06-12-2024,26.7,16.4,27.2,16.2,0,0,0,7.1,18,349,73.66947368,178.2473684,23.38652632,7.199195402,1.274367816,61.32,,12,Winter
Kolkata,07-12-2024,25.7,16.5,27.1,17.1,0,0,2,5.2,16.9,65,58.90842105,131.2357895,22.09294737,6.846206897,1.209655172,48.76,,12,Winter
Kolkata,08-12-2024,25.9,15.6,26.6,15.8,0,0,3,5.6,14.8,84,78.61684211,172.0273684,18.46473684,7.025172414,1.060574713,53.96,,12,Winter
Kolkata,09-12-2024,26.7,17.2,27.6,17.6,0,0,3,7.3,15.8,81,159.5442105,359.8189474,30.05526316,6.875172414,0.697701149,77.2,,12,Winter
Kolkata,10-12-2024,26.3,17.3,27.8,18.5,1.3,1.3,55,6.4,19.4,357,94.28488372,193.8232558,22.99273684,6.66027027,0.564814815,110.19,,12,Winter
Kolkata,11-12-2024,24.6,16,24.1,16.4,0,0,3,9.9,27,10,79.19263158,166.6884211,28.0308,6.05045977,0.649425287,109.08,,12,Winter
Kolkata,12-12-2024,24.2,13.3,23.6,12.5,0,0,3,8.1,23.4,1,80.24842105,164.0326316,21.92126316,6.996551724,0.625862069,55.93,,12,Winter
Kolkata,13-12-2024,23.6,13.2,22.9,12.3,0,0,3,8.2,23.8,1,74.78947368,164.2452632,19.82084211,7.223563218,0.528505747,89.31,,12,Winter
Kolkata,14-12-2024,23.5,13.2,23.2,12.2,0,0,3,8,20.5,357,74.93157895,170.48,24.24210526,7.002068966,0.489310345,43.07,,12,Winter
Kolkata,15-12-2024,23.9,12.1,23.5,10.6,0,0,0,8.8,21.2,350,70.98947368,168.9073684,27.11094737,7.158735632,0.59908046,53.08,,12,Winter
Kolkata,16-12-2024,24.9,13.2,25.5,12.9,0,0,0,6,20.5,343,86.72526316,209.6557895,30.32884211,7.311609195,0.853448276,95.32,,12,Winter
Kolkata,17-12-2024,26.6,14.2,27.8,14.5,0,0,3,5.6,19.1,21,91.28210526,197.7968421,24.45726316,8.937471264,1.276896552,55.39,,12,Winter
Kolkata,18-12-2024,27.1,15.6,27.9,16.3,0,0,3,5.8,17.6,356,122.5905263,264.8136842,20.96389474,6.829885057,0.899310345,67.27,,12,Winter
Kolkata,19-12-2024,27,16.7,26.8,17.2,0,0,3,8.7,25.6,31,131.9569767,264.8383721,30.16367089,6.223908046,0.876219512,60.02,,12,Winter
Kolkata,20-12-2024,26.6,15.8,27.3,16.5,0.7,0.7,53,8.5,22,84,151.9736842,290.6210526,18.71673684,6.169615385,0.913793103,63.98,,12,Winter
Kolkata,21-12-2024,20.1,16.4,21.7,18,10.5,10.5,63,7.6,20.2,85,171.5231579,307.4578947,18.59652632,5.215108696,0.92908046,78.02,,12,Winter
Kolkata,22-12-2024,25.3,16.1,26.3,17.4,0,0,3,9,22.3,41,127.8452632,238.5484211,18.65968421,6.62045977,0.707816092,60.13,,12,Winter
Kolkata,23-12-2024,26.5,17.2,26.4,18,0,0,3,9.4,24.5,40,115.5578947,226.3042105,26.94852632,7.817816092,0.852758621,25.67,,12,Winter
Kolkata,24-12-2024,26,17.5,26.5,18.4,0,0,3,6.2,15.8,17,155.6368421,283.9431579,16.87957895,6.248505747,0.941494253,53.49,,12,Winter
Kolkata,25-12-2024,23.8,18.5,25.2,20.1,0.5,0.5,53,4.8,12.6,165,152.4336842,268.0702128,14.16178947,6.982413793,0.751264368,61.89,,12,Winter
Kolkata,26-12-2024,27.1,17.2,27.4,18.9,0,0,3,8.1,20.9,18,154.8705263,257.1336842,17.35505495,7.857586207,0.837931034,58.68,,12,Winter
Kolkata,27-12-2024,26.8,16.8,27.5,17.2,0,0,0,8.6,21.2,6,169.5178947,277.0021053,16.31095745,6.784883721,0.866896552,45.58,,12,Winter
Kolkata,28-12-2024,26.3,15.8,27.2,16,0,0,0,7.6,20.9,355,121.6852632,213.7684211,14.72663158,6.863793103,0.624367816,43.69,,12,Winter
Kolkata,29-12-2024,27,16,27.9,16.8,0,0,1,6.6,20.5,306,61.69574468,142.0946809,24.73311828,6.546162791,0.537325581,38.53,,12,Winter
Kolkata,30-12-2024,26.6,17.7,28.2,18.2,0,0,2,8.2,21.6,346,58.42705882,123.6211765,22.88073684,7.028813559,0.508676471,43.74,,12,Winter
Kolkata,31-12-2024,24.3,16.7,23.8,16.7,0,0,3,11.8,31,333,65.14210526,129.7136842,27.20734177,8.314022989,0.670229885,48.07,,12,Winter
Chennai,01-01-2018,29.3,21.7,32.7,24.7,0.1,0.1,51,18.8,39.6,10,51.15,100.44,77.19,106.02,0.98,88.35,93,1,Winter
Chennai,02-01-2018,28.4,20.9,31.6,23.7,1.5,1.5,53,14.9,32.8,15,55,108,83,114,1.05,95,100,1,Winter
Chennai,03-01-2018,28,22.5,31.1,26,0,0,2,18.7,34.9,48,44.55,87.48,67.23,92.34,0.85,76.95,81,1,Winter
